User.ID,BookId,Book.Rating
278773,113,8
278798,155,7
278800,29,9
278813,34,0
278832,24,10
278843,17,0
278843,167,8
278843,51,9
278843,165,0
278843,102,0
278843,149,7
278843,108,8
278843,126,0
278843,134,8
278843,9,0
278844,188,6
9,1,0
14,2,0
16,3,9
16,4,0
26,5,10
26,6,9
44,7,0
51,8,9
67,9,0
91,10,9
95,11,0
99,12,3
99,13,0
114,14,9
114,15,10
125,11,10
135,16,0
165,17,9
165,14,5
193,2,0
242,2,0
243,39,10
243,18,7
243,148,0
243,165,9
243,31,0
243,55,9
243,19,0
243,157,0
243,20,0
243,140,7
243,92,0
243,8,0
243,89,0
243,1,0
243,26,7
243,21,0
243,145,0
243,22,0
243,23,0
243,24,5
244,18,7
244,25,8
244,24,6
254,74,0
254,167,0
254,117,0
254,28,9
254,131,0
254,105,0
254,10,0
254,55,0
254,65,0
254,188,0
254,157,0
254,69,0
254,66,10
254,91,0
254,144,9
254,184,9
254,174,0
254,149,0
254,122,0
254,22,0
254,123,0
254,198,0
254,36,7
254,101,0
254,163,0
254,126,0
254,9,0
254,79,0
256,26,8
280,10,7
332,27,6
367,6,9
383,28,0
383,29,0
388,17,3
388,30,6
388,31,0
388,32,0
388,1,0
408,33,0
424,34,0
424,35,0
424,36,6
424,37,8
433,38,5
446,39,0
446,40,0
453,41,6
486,17,8
486,42,0
487,43,0
487,2,0
503,25,0
503,106,0
503,45,10
503,139,10
505,44,7
507,124,0
507,82,0
507,46,0
507,28,10
507,45,0
516,47,0
558,48,8
559,17,0
569,2,0
595,50,9
595,49,10
618,51,0
626,2,0
638,31,10
638,10,10
638,55,10
638,52,10
638,53,10
638,135,7
638,195,0
641,54,5
651,55,0
709,31,3
728,56,0
735,32,0
735,8,0
741,138,0
741,57,0
743,58,0
763,59,10
785,60,5
791,61,0
805,62,7
805,42,9
805,40,0
805,22,8
805,63,8
819,65,5
819,48,7
819,64,0
843,6,0
853,66,0
876,68,0
876,67,0
882,142,0
882,39,0
882,85,0
882,40,0
882,90,0
882,70,10
882,69,0
882,100,0
882,52,10
882,89,0
882,122,0
882,73,0
882,152,0
882,104,0
882,198,10
882,93,10
882,11,9
882,101,10
882,126,0
882,182,0
885,9,5
899,2,2
900,62,9
901,2,0
915,42,10
929,56,0
929,198,0
938,72,9
938,71,0
970,2,0
1007,73,0
1008,40,9
1021,74,10
1024,75,5
1025,62,5
1025,76,0
1025,45,9
1025,2,0
1031,15,7
1032,5,10
1054,77,8
1075,28,10
1075,31,7
1075,34,7
1075,52,7
1075,78,9
1075,77,5
1083,79,7
1084,80,0
1111,31,0
1113,36,0
1129,54,4
1129,81,7
1129,77,0
1131,82,8
1131,17,7
1131,85,7
1131,84,0
1131,49,7
1131,43,0
1131,83,7
1138,86,0
1140,2,0
1161,87,5
1167,25,0
1167,88,0
1167,32,8
1211,52,9
1235,19,9
1249,89,5
1261,55,8
1261,22,7
1264,90,8
1343,2,0
1359,91,7
1376,4,8
1377,92,8
1389,93,9
1412,42,9
1412,94,9
1424,74,7
1424,140,7
1424,96,0
1424,190,0
1424,95,0
1424,22,0
1424,78,8
1424,13,0
1424,9,6
1427,97,10
1433,83,3
1435,39,10
1435,68,0
1435,19,5
1435,98,0
1435,188,5
1435,103,0
1435,129,0
1435,187,0
1435,7,0
1435,56,0
1435,26,0
1435,49,8
1435,45,8
1435,79,10
1435,2,5
1435,24,10
1436,57,6
1436,99,0
1486,2,5
1489,100,8
1504,68,8
1513,59,8
1530,26,8
1535,101,10
1548,103,5
1548,102,8
1548,22,8
1585,104,8
1597,105,7
1608,26,0
1608,104,10
1608,59,0
1619,8,9
1619,191,7
1650,9,10
1652,52,7
1674,65,7
1674,87,10
1674,11,0
1718,83,8
1725,42,0
1729,106,0
1730,107,8
1733,138,0
1733,70,0
1733,123,9
1733,108,10
1733,2,1
1768,89,10
1773,9,9
1790,57,5
1792,24,8
1797,10,0
1803,52,9
1805,40,9
1812,92,0
1830,93,7
1848,42,10
1848,109,10
1848,115,0
1848,103,0
1848,4,8
1848,56,0
1848,15,0
1848,23,0
1848,59,0
1848,13,10
1863,2,0
1892,78,9
1898,110,8
1901,111,0
1903,124,0
1903,88,0
1903,100,0
1903,33,0
1903,172,0
1903,150,0
1903,2,0
1928,31,10
1933,89,8
1949,113,0
1949,112,8
2012,115,8
2012,114,10
2019,56,5
2019,116,5
2030,117,10
2033,118,5
2033,119,0
2033,120,0
2033,174,9
2033,147,0
2033,175,0
2033,141,0
2033,57,0
2036,121,9
2087,4,0
2089,122,10
2099,92,8
2108,93,9
2110,156,7
2110,117,0
2110,108,10
2110,16,0
2110,13,0
2115,33,0
2127,122,8
2152,14,7
2179,124,9
2179,52,10
2179,123,0
2183,36,9
2197,125,9
2204,56,9
2238,97,0
2250,126,8
2253,127,8
2255,112,7
2268,2,0
2271,126,10
2275,18,0
2276,164,0
2276,137,9
2276,53,5
2276,96,0
2276,7,4
2276,141,10
2276,95,10
2276,128,0
2276,21,0
2276,192,0
2276,145,10
2276,104,0
2276,11,0
2276,37,10
2281,129,0
2287,130,7
2288,85,8
2288,131,0
2295,97,6
2308,36,0
2313,132,0
2333,40,9
2337,62,9
2337,133,7
2337,28,8
2337,53,7
2357,87,8
2358,31,0
2358,36,0
2358,15,0
2358,134,0
2375,63,9
2375,135,0
2386,49,0
2388,28,6
2395,136,0
2399,118,9
2411,2,3
2414,97,7
2439,137,10
2466,136,9
2466,138,9
2503,77,7
2529,47,0
2559,62,7
2565,139,10
2569,93,8
2589,61,0
2591,104,9
2608,140,0
2630,141,0
2630,92,0
2638,51,8
2640,130,8
2719,142,0
2744,109,0
2746,143,0
2766,124,0
2766,28,0
2766,131,0
2766,155,0
2766,31,9
2766,55,0
2766,19,0
2766,94,0
2766,149,8
2766,116,0
2766,95,0
2766,5,10
2766,73,0
2766,152,7
2766,6,9
2766,114,7
2766,59,0
2766,101,0
2766,126,0
2766,78,8
2766,2,6
2770,38,6
2771,6,0
2790,62,0
2790,42,0
2790,31,0
2793,144,0
2793,184,0
2793,198,0
2793,108,0
2793,23,0
2799,97,0
2804,108,0
2830,2,0
2854,31,7
2854,86,0
2855,27,0
2855,110,0
2855,144,0
2891,124,0
2891,62,6
2891,74,0
2891,28,7
2891,42,5
2891,58,0
2891,131,0
2891,34,0
2891,6,0
2891,63,7
2891,101,0
2891,170,0
2891,9,7
2907,26,5
2933,34,0
2977,124,0
2977,105,7
2977,68,0
2977,87,3
2977,169,0
2977,33,0
2977,1,0
2977,22,7
2977,36,9
2977,78,0
2977,2,0
2995,62,6
2996,76,8
3005,41,5
3020,14,0
3026,9,8
3032,2,1
3079,41,5
3079,131,8
3093,56,0
3099,56,8
3099,64,7
3099,99,7
3100,165,6
3100,126,0
3104,37,8
3113,120,6
3145,54,0
3145,7,7
3145,33,9
3145,145,0
3145,114,0
3145,121,5
3148,25,0
3167,47,0
3167,118,5
3167,68,9
3167,103,7
3167,26,0
3167,170,6
3168,163,8
3186,84,0
3186,146,0
3192,54,7
3206,110,8
3261,31,8
3282,65,0
3282,147,0
3310,16,7
3329,1,8
3331,105,0
3331,20,0
3344,15,8
3344,77,9
3346,31,9
3346,109,0
3346,66,6
3350,50,6
3350,148,8
3350,107,0
3350,9,10
3362,87,7
3363,142,0
3363,62,0
3363,17,0
3363,25,0
3363,156,0
3363,85,0
3363,50,0
3363,41,0
3363,148,10
3363,155,0
3363,105,0
3363,31,0
3363,118,0
3363,98,0
3363,4,0
3363,132,0
3363,34,0
3363,72,0
3363,71,0
3363,52,0
3363,96,0
3363,67,0
3363,32,0
3363,1,0
3363,95,0
3363,73,0
3363,49,10
3363,6,0
3363,161,0
3363,123,0
3363,63,0
3363,83,0
3363,107,0
3363,134,0
3363,170,0
3363,195,0
3363,37,0
3363,2,0
3363,24,0
3371,62,0
3371,85,10
3371,41,0
3371,112,8
3371,149,0
3371,116,0
3371,89,9
3371,171,0
3371,101,0
3373,125,8
3373,29,5
3373,157,7
3373,111,5
3373,15,5
3373,23,5
3374,65,8
3418,108,10
3427,150,5
3454,41,0
3460,122,6
3481,151,8
3507,104,8
3512,152,8
3538,42,0
3541,153,8
3542,10,0
3542,5,10
3542,154,3
3543,35,10
3556,143,0
3556,88,0
3556,52,10
3556,20,9
3556,154,10
3556,15,10
3556,38,0
3556,2,0
3569,142,7
3575,60,0
3580,63,6
3593,31,9
3601,155,7
3633,156,0
3640,15,8
3643,113,0
3643,66,0
3659,72,0
3668,83,0
3669,49,10
3675,12,0
3709,95,7
3739,101,5
3756,152,7
3761,157,0
3761,6,0
3767,70,0
3814,59,0
3817,159,0
3817,70,8
3817,158,6
3817,67,7
3821,74,7
3821,38,0
3827,118,7
3827,119,8
3827,182,10
3840,20,8
3840,161,0
3840,160,0
3840,123,9
3865,162,7
3869,72,0
3869,163,9
3879,40,0
3894,89,10
3923,54,5
3923,69,7
3935,44,0
3944,126,0
3965,164,9
3977,84,9
3991,26,0
3999,52,10
4017,39,8
4017,62,0
4017,80,10
4017,167,9
4017,28,0
4017,42,0
4017,125,0
4017,148,10
4017,155,0
4017,31,10
4017,61,10
4017,90,10
4017,27,9
4017,120,9
4017,94,10
4017,5,10
4017,168,10
4017,108,0
4017,75,10
4017,59,10
4017,101,10
4017,45,10
4017,146,5
4017,13,0
4017,134,0
4017,9,0
4059,30,6
4066,95,7
4077,66,8
4090,165,8
4091,29,0
4091,23,8
4092,137,0
4092,144,0
4092,184,0
4092,108,0
4092,15,7
4092,2,0
4098,29,3
4098,52,10
4098,15,7
4107,98,5
4131,2,1
4144,30,0
4144,101,5
4149,38,1
4157,124,8
4157,40,0
4157,165,0
4157,110,0
4157,67,9
4169,52,10
4179,115,7
4183,83,6
4185,22,0
4193,157,5
4196,84,9
4221,71,0
4221,139,9
4225,5,10
4225,9,6
4225,121,5
4228,166,0
4228,167,7
4228,27,0
4228,59,10
4234,132,0
4243,2,0
4285,2,0
4303,58,9
4334,124,6
4334,31,0
4334,52,0
4365,91,10
4365,63,0
4370,74,0
4370,90,0
4376,19,0
4385,141,10
4385,13,0
4386,85,8
4386,168,6
4419,143,0
4426,86,8
4514,52,0
4514,2,0
4516,169,8
4556,4,0
4570,133,0
4570,63,8
4571,2,0
4571,77,9
4577,60,0
4579,116,5
4622,39,0
4622,42,0
4622,131,0
4622,103,4
4622,170,0
4669,165,6
4708,171,0
4732,101,9
4781,2,0
4784,2,2
4785,30,5
4785,50,6
4785,117,7
4785,125,9
4785,69,7
4794,5,0
4795,124,8
4795,74,10
4795,31,9
4795,22,9
4795,139,8
4802,31,9
4808,172,0
4821,13,6
4845,173,0
4854,47,0
4864,16,0
4896,144,10
4896,174,0
4896,108,0
4900,58,7
4900,55,7
4929,100,0
4938,30,7
4938,44,10
4938,100,7
4938,175,8
4954,17,0
4958,101,0
4973,110,8
4999,176,10
4999,77,10
5003,22,7
5037,56,10
5037,147,8
5037,116,9
5037,141,10
5037,89,6
5037,177,8
5037,14,0
5048,124,10
5048,60,10
5049,31,8
5055,149,6
5091,97,8
5091,40,0
5100,73,0
5101,18,5
5126,2,5
5163,94,5
5170,19,0
5207,178,8
5207,108,8
5264,2,0
5268,165,0
5268,12,10
5287,24,0
5296,27,6
5296,120,6
5331,147,0
5331,8,0
5331,26,0
5333,129,7
5333,179,7
5333,147,9
5351,31,0
5358,15,0
5371,80,7
5375,6,8
5385,68,10
5416,149,7
5418,131,0
5439,39,0
5439,62,8
5439,46,9
5439,17,0
5439,50,0
5439,180,0
5439,109,0
5439,49,0
5439,181,8
5439,37,10
5471,2,0
5476,41,7
5476,148,4
5476,31,4
5476,52,10
5476,8,5
5479,23,0
5483,142,0
5483,129,0
5483,179,0
5483,149,0
5483,116,0
5483,48,0
5483,177,0
5483,182,8
5490,74,7
5490,58,0
5490,155,0
5506,2,0
5539,62,0
5539,28,8
5539,155,0
5539,143,10
5539,140,0
5539,6,0
5539,23,10
5539,126,0
5539,182,0
5543,68,0
5543,2,0
5559,52,8
5581,2,0
5582,167,10
5582,50,9
5582,136,10
5582,138,0
5582,106,10
5582,157,0
5582,66,9
5582,158,10
5582,154,7
5585,125,0
5585,183,5
5585,150,0
5600,163,0
5604,2,6
5609,40,0
5609,44,10
5609,118,0
5609,119,0
5609,98,0
5609,20,0
5609,33,0
5609,172,0
5609,16,0
5611,139,0
5635,33,0
5638,30,9
5680,169,0
5694,184,0
5709,56,0
5722,74,8
5722,52,7
5727,52,0
5737,62,0
5737,55,5
5737,185,8
5737,108,0
5737,186,9
5742,157,0
5746,187,7
5760,1,0
5761,162,0
5768,120,8
5772,119,0
5774,50,0
5782,155,8
5783,98,0
5784,170,8
5791,173,7
5792,65,8
5815,4,0
5815,53,7
5815,135,5
5815,2,0
5850,132,10
5855,116,0
5866,142,7
5899,66,9
5902,28,0
5903,74,0
5903,47,0
5903,197,0
5903,97,0
5903,28,0
5903,40,0
5903,136,0
5903,138,0
5903,148,0
5903,105,0
5903,31,0
5903,86,0
5903,61,0
5903,34,0
5903,102,0
5903,112,0
5903,122,0
5903,21,0
5903,127,0
5903,104,9
5903,83,0
5903,78,0
5903,107,8
5903,9,0
5903,79,0
5916,2,0
5932,125,5
5942,188,7
5942,38,2
5956,38,5
5975,118,0
5975,110,0
5981,173,7
5990,141,0
6007,131,0
6007,98,0
6007,164,0
6007,3,0
6007,7,0
6011,115,0
6015,155,5
6018,51,5
6022,14,8
6043,133,0
6073,137,10
6073,56,6
6073,116,5
6073,89,6
6074,89,8
6074,99,8
6095,2,0
6102,46,0
6102,88,0
6102,121,4
6115,129,10
6115,92,10
6115,176,10
6120,2,0
6125,185,8
6135,29,10
6140,36,0
6153,139,7
6169,123,7
6178,105,8
6217,39,8
6238,76,8
6238,189,9
6242,82,7
6242,25,7
6242,133,0
6242,80,0
6242,50,5
6242,40,7
6242,58,6
6242,125,5
6242,90,8
6242,34,7
6242,135,5
6242,101,8
6242,45,8
6242,146,8
6242,121,6
6251,124,10
6251,39,0
6251,74,0
6251,46,0
6251,17,0
6251,25,0
6251,156,0
6251,47,7
6251,30,0
6251,54,0
6251,80,0
6251,50,0
6251,40,0
6251,41,0
6251,125,0
6251,131,0
6251,180,9
6251,193,7
6251,183,0
6251,155,0
6251,105,8
6251,118,0
6251,119,0
6251,68,0
6251,188,0
6251,103,0
6251,4,0
6251,87,4
6251,157,6
6251,129,0
6251,27,0
6251,113,0
6251,66,7
6251,110,7
6251,100,0
6251,7,0
6251,144,0
6251,174,9
6251,67,7
6251,33,0
6251,141,0
6251,190,7
6251,32,6
6251,92,0
6251,49,0
6251,104,0
6251,93,0
6251,108,0
6251,181,0
6251,36,0
6251,75,0
6251,59,0
6251,189,0
6251,101,8
6251,45,8
6251,83,0
6251,13,0
6251,170,0
6251,9,0
6251,79,0
6251,196,0
6251,182,0
6251,37,0
6251,2,0
6251,176,0
6251,77,0
6285,101,0
6306,31,0
6308,168,8
6318,16,6
6323,148,0
6323,105,0
6323,44,6
6323,118,0
6323,119,0
6323,98,0
6323,149,9
6323,147,6
6323,64,8
6323,9,0
6333,54,6
6333,28,0
6336,11,0
6345,172,0
6345,83,0
6347,122,7
6348,178,8
6349,62,8
6368,42,0
6368,125,0
6389,133,0
6392,101,10
6394,42,0
6431,174,10
6431,2,4
6450,59,0
6452,168,5
6492,76,0
6496,180,0
6501,17,7
6501,104,0
6501,43,8
6501,163,6
6507,2,0
6535,52,10
6537,155,8
6537,169,6
6537,49,8
6543,25,10
6543,47,8
6543,81,8
6543,167,0
6543,51,0
6543,28,9
6543,40,0
6543,41,0
6543,180,0
6543,136,0
6543,138,0
6543,106,0
6543,193,8
6543,31,0
6543,109,8
6543,87,0
6543,52,0
6543,169,6
6543,194,8
6543,21,10
6543,99,9
6543,127,0
6543,145,0
6543,186,0
6543,181,0
6543,172,0
6543,2,0
6543,176,7
6563,39,9
6563,62,0
6563,17,0
6563,25,8
6563,156,8
6563,197,10
6563,54,0
6563,80,0
6563,117,0
6563,41,7
6563,148,0
6563,31,0
6563,55,0
6563,87,0
6563,137,0
6563,162,0
6563,72,0
6563,71,0
6563,110,10
6563,20,0
6563,144,0
6563,184,0
6563,174,10
6563,149,0
6563,56,10
6563,147,9
6563,116,0
6563,89,9
6563,177,0
6563,49,0
6563,108,8
6563,186,0
6563,36,2
6563,163,1
6563,83,9
6563,13,10
6563,134,8
6566,183,8
6566,77,9
6568,135,9
6575,142,8
6575,39,0
6575,62,8
6575,82,9
6575,46,0
6575,17,0
6575,25,9
6575,133,0
6575,47,0
6575,85,0
6575,80,0
6575,167,4
6575,50,8
6575,117,6
6575,28,8
6575,40,8
6575,41,0
6575,58,9
6575,180,0
6575,136,9
6575,138,0
6575,106,0
6575,193,9
6575,183,0
6575,105,0
6575,165,0
6575,31,0
6575,55,8
6575,86,0
6575,84,0
6575,132,7
6575,90,0
6575,87,7
6575,157,0
6575,137,4
6575,27,0
6575,66,0
6575,120,0
6575,72,5
6575,110,6
6575,52,0
6575,140,7
6575,169,9
6575,174,0
6575,194,0
6575,147,0
6575,116,0
6575,190,0
6575,89,0
6575,95,0
6575,73,2
6575,14,0
6575,49,8
6575,6,0
6575,43,0
6575,22,6
6575,168,0
6575,151,0
6575,114,7
6575,186,8
6575,181,9
6575,63,0
6575,59,0
6575,11,6
6575,189,8
6575,135,9
6575,101,7
6575,45,9
6575,146,0
6575,126,0
6575,60,0
6575,83,0
6575,134,0
6575,170,5
6575,9,9
6575,79,8
6575,196,0
6575,195,0
6575,37,0
6575,176,9
6575,77,9
6575,121,0
6577,26,0
6577,173,5
6577,168,0
6577,123,0
6577,101,9
6577,45,10
6577,60,9
6577,150,10
6582,113,0
6592,190,8
6611,38,9
6637,28,10
6642,104,0
6652,79,7
6669,59,0
6670,30,8
6679,40,10
6679,49,9
6679,16,10
6689,54,2
6698,19,0
6704,28,10
6764,157,8
6768,185,10
6772,67,8
6772,122,5
6772,163,8
6778,31,8
6789,142,7
6789,51,0
6789,188,7
6789,84,10
6789,89,3
6789,152,0
6789,60,0
6795,1,0
6796,49,0
6815,52,10
6824,129,9
6837,70,0
6866,187,0
6866,8,7
6867,56,0
6871,70,0
6871,56,4
6884,159,7
6884,66,8
6894,175,0
6900,131,0
6900,155,10
6900,76,0
6900,157,0
6900,26,0
6900,128,0
6900,154,0
6900,49,0
6900,43,0
6900,114,0
6900,191,0
6900,108,0
6906,192,5
6924,82,7
6975,35,8
6991,122,9
7010,128,0
7033,62,9
7037,59,8
7056,24,8
7072,108,7
7078,34,8
7082,47,8
7082,180,8
7082,136,5
7082,138,0
7082,106,0
7082,193,0
7082,137,0
7082,181,8
7105,28,7
7105,78,0
7105,2,6
7107,62,8
7119,101,9
7125,74,8
7125,17,0
7125,156,0
7125,81,0
7125,50,6
7125,42,0
7125,55,0
7125,157,7
7125,162,7
7125,26,0
7125,63,0
7125,83,8
7125,13,10
7125,37,0
7125,2,0
7125,176,10
7125,77,0
7134,40,9
7134,77,7
7158,39,0
7158,17,0
7158,51,9
7158,131,0
7158,148,0
7158,31,0
7158,86,0
7158,19,0
7158,90,0
7158,27,0
7158,149,0
7158,35,7
7158,122,10
7158,21,8
7158,177,9
7158,127,0
7158,14,0
7158,49,8
7158,168,0
7158,153,0
7158,63,0
7158,75,8
7158,59,9
7158,135,0
7158,83,0
7158,150,1
7158,2,0
7158,24,7
7160,73,9
7210,46,0
7210,133,0
7218,78,9
7228,49,8
7246,52,0
7248,142,0
7248,147,10
7283,82,10
7283,25,9
7283,167,0
7283,28,0
7283,42,0
7283,40,0
7283,41,9
7283,31,0
7283,98,8
7283,90,10
7283,87,0
7283,71,0
7283,52,9
7283,169,10
7283,26,10
7283,63,0
7283,83,8
7283,13,0
7286,39,0
7286,62,0
7286,109,10
7286,169,0
7286,91,10
7286,45,0
7286,2,0
7287,168,0
7301,50,10
7306,74,7
7312,136,0
7312,69,2
7312,141,0
7316,18,9
7318,17,0
7338,23,9
7341,18,0
7341,162,9
7346,62,0
7346,74,0
7346,82,0
7346,18,0
7346,25,7
7346,156,0
7346,47,0
7346,30,0
7346,54,0
7346,81,0
7346,50,0
7346,58,0
7346,125,0
7346,159,9
7346,136,8
7346,106,7
7346,193,8
7346,148,8
7346,31,0
7346,10,0
7346,118,0
7346,76,9
7346,68,8
7346,98,9
7346,188,0
7346,164,7
7346,4,0
7346,84,0
7346,132,0
7346,34,8
7346,157,0
7346,66,0
7346,72,0
7346,71,8
7346,100,0
7346,53,0
7346,20,0
7346,130,8
7346,179,8
7346,112,0
7346,184,0
7346,116,0
7346,141,9
7346,57,0
7346,190,0
7346,8,10
7346,1,9
7346,171,0
7346,95,8
7346,111,0
7346,178,8
7346,5,0
7346,48,0
7346,64,0
7346,122,0
7346,21,0
7346,127,0
7346,49,0
7346,161,0
7346,123,0
7346,198,0
7346,151,0
7346,186,7
7346,181,8
7346,172,0
7346,59,0
7346,101,0
7346,146,0
7346,163,7
7346,83,0
7346,13,7
7346,9,9
7346,79,8
7346,182,0
7346,37,0
7346,24,7
7346,139,0
7348,95,0
7352,8,0
7352,1,8
7364,12,0
7371,166,9
7378,40,0
7378,105,0
7378,173,0
7409,130,0
7409,5,8
7424,31,7
7426,11,7
7426,2,0
7482,108,8
7500,127,7
7507,163,8
7509,18,9
7509,140,0
7509,63,0
7515,2,0
7523,166,0
7524,169,8
7557,109,8
7569,30,0
7569,188,0
7569,129,0
7569,190,0
7569,171,0
7620,46,0
7620,40,10
7620,68,0
7620,98,9
7620,33,0
7620,56,7
7620,141,7
7620,57,8
7620,146,6
7620,182,0
7621,121,7
7634,169,8
7651,10,3
7736,9,0
7809,108,8
7819,156,0
7820,83,8
7841,25,9
7841,97,0
7841,10,7
7841,94,9
7841,5,5
7856,9,8
7860,116,8
7860,190,0
7860,8,0
7860,49,8
7860,75,7
7864,76,7
7864,2,0
7874,28,9
7887,159,0
7887,68,0
7887,116,0
7887,163,10
7887,139,10
7890,83,0
7898,147,0
7909,168,4
7915,62,0
7915,82,0
7915,156,0
7915,47,8
7915,197,0
7915,85,0
7915,81,0
7915,40,10
7915,125,0
7915,180,8
7915,136,0
7915,138,0
7915,106,10
7915,193,10
7915,132,8
7915,94,0
7915,52,10
7915,194,9
7915,89,7
7915,122,0
7915,14,0
7915,49,0
7915,22,9
7915,186,3
7915,181,0
7915,63,0
7915,189,5
7915,101,0
7915,163,0
7915,60,0
7915,13,10
7915,182,0
7915,195,0
7930,99,0
7934,74,0
7941,43,8
7954,126,0
7958,109,0
7958,19,0
7958,169,0
7958,174,0
7958,198,0
7958,9,10
7958,79,9
7958,196,9
7958,182,10
7982,161,6
8006,52,9
8016,129,8
8018,184,0
8018,114,9
8019,19,0
8019,175,7
8019,190,0
8019,12,0
8019,198,9
8019,135,0
8027,140,0
8040,188,8
8040,52,0
