User.ID,BookId,Book.Rating,ISBN,User.ID(Orig)
139,31,9,0316666343,278633
139,27,2,0380730138,278633
139,89,9,0440226430,278633
139,49,5,0446672211,278633
139,43,6,0449907481,278633
139,168,0,0452282829,278633
139,198,0,0553250426,278633
139,75,8,0671038184,278633
139,135,4,0679746048,278633
140,166,8,0060959037,278645
141,73,6,0446606812,278653
142,17,2,0060976845,278692
143,178,10,0440241073,278698
144,192,4,0446607657,278723
145,100,1,0385492081,278755
146,182,2,0804114986,278769
147,113,8,0380731851,278773
148,155,7,0316284955,278798
149,29,9,0312995423,278800
150,34,4,0375726403,278813
151,24,10,155874262X,278832
152,17,0,0060976845,278843
152,167,8,014028009X,278843
152,51,9,0142000205,278843
152,165,0,0316601950,278843
152,102,0,0425167313,278843
152,149,7,0440211263,278843
152,108,8,059035342X,278843
152,126,0,0684874350,278843
152,134,8,0786881852,278843
152,9,0,0804106304,278843
153,188,6,0345387651,278844
154,1,3,0440234743,9
155,2,1,0971880107,14
156,3,9,0345402871,16
156,4,0,0345417623,16
157,5,10,0446310786,26
157,6,9,0449005615,26
158,7,1,0425182908,44
159,8,9,0440225701,51
160,9,0,0804106304,67
161,10,9,0316769487,91
162,11,0,0679429220,95
163,12,3,0451166892,99
163,13,3,0786868716,99
164,14,9,0446612545,114
164,15,10,0671027360,114
165,11,10,0679429220,125
166,16,0,0671042858,135
167,17,9,0060976845,165
167,14,5,0446612545,165
168,2,2,0971880107,193
169,2,3,0971880107,242
170,39,10,0060915544,243
170,18,7,0060977493,243
170,148,0,0316096199,243
170,165,9,0316601950,243
170,31,0,0316666343,243
170,55,9,0316776963,243
170,19,0,0345378490,243
170,157,3,0375727345,243
170,20,2,0385508042,243
170,140,7,0385720106,243
170,92,3,0440224764,243
170,8,1,0440225701,243
170,89,3,0440226430,243
170,1,0,0440234743,243
170,26,7,044023722X,243
170,21,0,0446605484,243
170,145,0,0446612790,243
170,22,3,0452282152,243
170,23,1,0671027387,243
170,24,5,155874262X,243
171,18,7,0060977493,244
171,25,8,0060987103,244
171,24,6,155874262X,244
172,74,1,0060930535,254
172,167,0,014028009X,254
172,117,2,0140298479,254
172,28,9,0142001740,254
172,131,0,0312305060,254
172,105,0,0316569321,254
172,10,1,0316769487,254
172,55,2,0316776963,254
172,65,0,0345384466,254
172,188,3,0345387651,254
172,157,0,0375727345,254
172,69,0,0380789019,254
172,66,10,0380789035,254
172,91,3,0399501487,254
172,144,9,0439064872,254
172,184,9,0439136369,254
172,174,0,043935806X,254
172,149,0,0440211263,254
172,122,0,0446605239,254
172,22,1,0452282152,254
172,123,0,051513287X,254
172,198,0,0553250426,254
172,36,7,0671021001,254
172,101,0,067976402X,254
172,163,0,0684872153,254
172,126,0,0684874350,254
172,9,0,0804106304,254
172,79,0,080410753X,254
173,26,8,044023722X,256
174,10,7,0316769487,280
175,27,6,0380730138,332
176,6,9,0449005615,367
177,28,0,0142001740,383
177,29,1,0312995423,383
178,17,3,0060976845,388
178,30,6,006101351X,388
178,31,2,0316666343,388
178,32,0,0440224675,388
178,1,0,0440234743,388
179,33,0,044021145X,408
180,34,0,0375726403,424
180,35,0,0440226104,424
180,36,6,0671021001,424
180,37,8,0805063897,424
181,38,5,0842329129,433
182,39,2,0060915544,446
182,40,2,0312195516,446
183,41,6,0312278586,453
184,17,8,0060976845,486
184,42,1,0156027321,486
185,43,2,0449907481,487
185,2,4,0971880107,487
186,25,2,0060987103,503
186,106,0,0312976275,503
186,45,10,068484267X,503
186,139,10,1558743669,503
187,44,7,0345313860,505
188,124,4,0060392452,507
188,82,0,0060934417,507
188,46,0,0060938455,507
188,28,10,0142001740,507
188,45,1,068484267X,507
189,47,0,0061009059,516
190,48,8,0446364193,558
191,17,0,0060976845,559
192,2,2,0971880107,569
193,50,9,0140293248,595
193,49,10,0446672211,595
194,51,0,0142000205,618
195,2,1,0971880107,626
196,31,10,0316666343,638
196,10,10,0316769487,638
196,55,10,0316776963,638
196,52,10,0385504209,638
196,53,10,0385505833,638
196,135,7,0679746048,638
196,195,4,080411868X,638
197,54,5,0064407667,641
198,55,2,0316776963,651
199,31,3,0316666343,709
200,56,4,0440211727,728
201,32,5,0440224675,735
201,8,3,0440225701,735
202,138,3,0312971346,741
202,57,1,044022165X,741
203,58,0,0312282990,743
204,59,10,0671510053,763
205,60,5,0743237188,785
206,61,3,0345443284,791
207,62,7,0060928336,805
207,42,9,0156027321,805
207,40,0,0312195516,805
207,22,8,0452282152,805
207,63,8,0671003755,805
208,65,5,0345384466,819
208,48,7,0446364193,819
208,64,0,0446601241,819
209,6,0,0449005615,843
210,66,0,0380789035,853
211,68,0,0345370775,876
211,67,1,0440206154,876
212,142,0,0060502258,882
212,39,2,0060915544,882
212,85,4,0070212570,882
212,40,0,0312195516,882
212,90,0,0375707972,882
212,70,10,0380018179,882
212,69,0,0380789019,882
212,100,1,0385492081,882
212,52,10,0385504209,882
212,89,0,0440226430,882
212,122,0,0446605239,882
212,73,0,0446606812,882
212,152,0,0446611867,882
212,104,0,0449212602,882
212,198,10,0553250426,882
212,93,10,0553572997,882
212,11,9,0679429220,882
212,101,10,067976402X,882
212,126,0,0684874350,882
212,182,2,0804114986,882
213,9,5,0804106304,885
214,2,2,0971880107,899
215,62,9,0060928336,900
216,2,0,0971880107,901
217,42,10,0156027321,915
218,56,2,0440211727,929
218,198,0,0553250426,929
219,72,9,0385335482,938
219,71,0,0385335881,938
220,2,2,0971880107,970
221,73,1,0446606812,1007
222,40,9,0312195516,1008
223,74,10,0060930535,1021
224,75,5,0671038184,1024
225,62,5,0060928336,1025
225,76,0,0345361792,1025
225,45,9,068484267X,1025
225,2,2,0971880107,1025
226,15,7,0671027360,1031
227,5,10,0446310786,1032
228,77,8,1400034779,1054
229,28,10,0142001740,1075
229,31,7,0316666343,1075
229,34,7,0375726403,1075
229,52,7,0385504209,1075
229,78,9,0767902521,1075
229,77,5,1400034779,1075
230,79,7,080410753X,1083
231,80,0,0140244824,1084
232,31,4,0316666343,1111
233,36,0,0671021001,1113
234,54,4,0064407667,1129
234,81,7,014025448X,1129
234,77,0,1400034779,1129
235,82,8,0060934417,1131
235,17,7,0060976845,1131
235,85,7,0070212570,1131
235,84,1,0375700757,1131
235,49,7,0446672211,1131
235,43,3,0449907481,1131
235,83,7,0743418174,1131
236,86,0,0316781266,1138
237,2,0,0971880107,1140
238,87,5,0375725784,1161
239,25,0,0060987103,1167
239,88,1,0345339703,1167
239,32,8,0440224675,1167
240,52,9,0385504209,1211
241,19,9,0345378490,1235
242,89,5,0440226430,1249
243,55,8,0316776963,1261
243,22,7,0452282152,1261
244,90,8,0375707972,1264
245,2,0,0971880107,1343
246,91,7,0399501487,1359
247,4,8,0345417623,1376
248,92,8,0440224764,1377
249,93,9,0553572997,1389
250,42,9,0156027321,1412
250,94,9,0385486804,1412
251,74,7,0060930535,1424
251,140,7,0385720106,1424
251,96,2,0425158616,1424
251,190,4,0440222656,1424
251,95,4,0440236673,1424
251,22,0,0452282152,1424
251,78,8,0767902521,1424
251,13,4,0786868716,1424
251,9,6,0804106304,1424
252,97,10,0062502182,1427
253,83,3,0743418174,1433
254,39,10,0060915544,1435
254,68,0,0345370775,1435
254,19,5,0345378490,1435
254,98,1,0345380371,1435
254,188,5,0345387651,1435
254,103,1,034540288X,1435
254,129,0,0380718340,1435
254,187,3,0425180638,1435
254,7,0,0425182908,1435
254,56,2,0440211727,1435
254,26,0,044023722X,1435
254,49,8,0446672211,1435
254,45,8,068484267X,1435
254,79,10,080410753X,1435
254,2,5,0971880107,1435
254,24,10,155874262X,1435
255,57,6,044022165X,1436
255,99,3,0446610038,1436
256,2,5,0971880107,1486
257,100,8,0385492081,1489
258,68,8,0345370775,1504
259,59,8,0671510053,1513
260,26,8,044023722X,1530
261,101,10,067976402X,1535
262,103,5,034540288X,1548
262,102,8,0425167313,1548
262,22,8,0452282152,1548
263,104,8,0449212602,1585
264,105,7,0316569321,1597
265,26,0,044023722X,1608
265,104,10,0449212602,1608
265,59,2,0671510053,1608
266,8,9,0440225701,1619
266,191,7,0553280341,1619
267,9,10,0804106304,1650
268,52,7,0385504209,1652
269,65,7,0345384466,1674
269,87,10,0375725784,1674
269,11,0,0679429220,1674
270,83,8,0743418174,1718
271,42,4,0156027321,1725
272,106,0,0312976275,1729
273,107,8,0767905180,1730
274,138,0,0312971346,1733
274,70,0,0380018179,1733
274,123,9,051513287X,1733
274,108,10,059035342X,1733
274,2,1,0971880107,1733
275,89,10,0440226430,1768
276,9,9,0804106304,1773
277,57,5,044022165X,1790
278,24,8,155874262X,1792
279,10,2,0316769487,1797
280,52,9,0385504209,1803
281,40,9,0312195516,1805
282,92,1,0440224764,1812
283,93,7,0553572997,1830
284,42,10,0156027321,1848
284,109,10,0345342968,1848
284,115,0,0345353145,1848
284,103,0,034540288X,1848
284,4,8,0345417623,1848
284,56,0,0440211727,1848
284,15,1,0671027360,1848
284,23,0,0671027387,1848
284,59,0,0671510053,1848
284,13,10,0786868716,1848
285,2,2,0971880107,1863
286,78,9,0767902521,1892
287,110,8,0385484518,1898
288,111,0,0440236703,1901
289,124,0,0060392452,1903
289,88,0,0345339703,1903
289,100,0,0385492081,1903
289,33,2,044021145X,1903
289,172,1,0671041789,1903
289,150,2,074343627X,1903
289,2,1,0971880107,1903
290,31,10,0316666343,1928
291,89,8,0440226430,1933
292,113,0,0380731851,1949
292,112,8,0425175405,1949
293,115,8,0345353145,2012
293,114,10,0553279912,2012
294,56,5,0440211727,2019
294,116,5,0440214041,2019
295,117,10,0140298479,2030
296,118,5,0345337662,2033
296,119,0,0345351525,2033
296,120,0,0385265700,2033
296,174,9,043935806X,2033
296,147,0,0440213525,2033
296,175,3,0440220602,2033
296,141,0,0440221471,2033
296,57,0,044022165X,2033
297,121,9,1573229326,2036
298,4,2,0345417623,2087
299,122,10,0446605239,2089
300,92,8,0440224764,2099
301,93,9,0553572997,2108
302,156,7,0060987529,2110
302,117,2,0140298479,2110
302,108,10,059035342X,2110
302,16,1,0671042858,2110
302,13,3,0786868716,2110
303,33,1,044021145X,2115
304,122,8,0446605239,2127
305,14,7,0446612545,2152
306,124,9,0060392452,2179
306,52,10,0385504209,2179
306,123,0,051513287X,2179
307,36,9,0671021001,2183
308,125,9,0312291639,2197
309,56,9,0440211727,2204
310,97,0,0062502182,2238
311,126,8,0684874350,2250
312,127,8,0446611212,2253
313,112,7,0425175405,2255
314,2,0,0971880107,2268
315,126,10,0684874350,2271
316,18,3,0060977493,2275
317,164,4,0345391055,2276
317,137,9,0380002930,2276
317,53,5,0385505833,2276
317,96,4,0425158616,2276
317,7,4,0425182908,2276
317,141,10,0440221471,2276
317,95,10,0440236673,2276
317,128,0,0440241537,2276
317,21,4,0446605484,2276
317,192,0,0446607657,2276
317,145,10,0446612790,2276
317,104,0,0449212602,2276
317,11,0,0679429220,2276
317,37,10,0805063897,2276
318,129,3,0380718340,2281
319,130,7,0425147622,2287
320,85,8,0070212570,2288
320,131,0,0312305060,2288
321,97,6,0062502182,2295
322,36,0,0671021001,2308
323,132,2,0375706771,2313
324,40,9,0312195516,2333
325,62,9,0060928336,2337
325,133,7,0060987561,2337
325,28,8,0142001740,2337
325,53,7,0385505833,2337
326,87,8,0375725784,2357
327,31,2,0316666343,2358
327,36,0,0671021001,2358
327,15,4,0671027360,2358
327,134,0,0786881852,2358
328,63,9,0671003755,2375
328,135,0,0679746048,2375
329,49,0,0446672211,2386
330,28,6,0142001740,2388
331,136,4,0312966970,2395
332,118,9,0345337662,2399
333,2,3,0971880107,2411
334,97,7,0062502182,2414
335,137,10,0380002930,2439
336,136,9,0312966970,2466
336,138,9,0312971346,2466
337,77,7,1400034779,2503
338,47,0,0061009059,2529
339,62,7,0060928336,2559
340,139,10,1558743669,2565
341,93,8,0553572997,2569
342,61,3,0345443284,2589
343,104,9,0449212602,2591
344,140,0,0385720106,2608
345,141,0,0440221471,2630
345,92,4,0440224764,2630
346,51,8,0142000205,2638
347,130,8,0425147622,2640
348,142,0,0060502258,2719
349,109,3,0345342968,2744
350,143,0,0345339681,2746
351,124,0,0060392452,2766
351,28,0,0142001740,2766
351,131,1,0312305060,2766
351,155,0,0316284955,2766
351,31,9,0316666343,2766
351,55,2,0316776963,2766
351,19,0,0345378490,2766
351,94,0,0385486804,2766
351,149,8,0440211263,2766
351,116,0,0440214041,2766
351,95,0,0440236673,2766
351,5,10,0446310786,2766
351,73,0,0446606812,2766
351,152,7,0446611867,2766
351,6,9,0449005615,2766
351,114,7,0553279912,2766
351,59,0,0671510053,2766
351,101,0,067976402X,2766
351,126,0,0684874350,2766
351,78,8,0767902521,2766
351,2,6,0971880107,2766
352,38,6,0842329129,2770
353,6,0,0449005615,2771
354,62,0,0060928336,2790
354,42,0,0156027321,2790
354,31,2,0316666343,2790
355,144,1,0439064872,2793
355,184,4,0439136369,2793
355,198,0,0553250426,2793
355,108,4,059035342X,2793
355,23,0,0671027387,2793
356,97,0,0062502182,2799
357,108,0,059035342X,2804
358,2,1,0971880107,2830
359,31,7,0316666343,2854
359,86,1,0316781266,2854
360,27,3,0380730138,2855
360,110,0,0385484518,2855
360,144,0,0439064872,2855
361,124,0,0060392452,2891
361,62,6,0060928336,2891
361,74,4,0060930535,2891
361,28,7,0142001740,2891
361,42,5,0156027321,2891
361,58,0,0312282990,2891
361,131,4,0312305060,2891
361,34,0,0375726403,2891
361,6,0,0449005615,2891
361,63,7,0671003755,2891
361,101,0,067976402X,2891
361,170,0,080410526X,2891
361,9,7,0804106304,2891
362,26,5,044023722X,2907
363,34,0,0375726403,2933
364,124,0,0060392452,2977
364,105,7,0316569321,2977
364,68,0,0345370775,2977
364,87,3,0375725784,2977
364,169,3,0385722206,2977
364,33,0,044021145X,2977
364,1,0,0440234743,2977
364,22,7,0452282152,2977
364,36,9,0671021001,2977
364,78,0,0767902521,2977
364,2,0,0971880107,2977
365,62,6,0060928336,2995
366,76,8,0345361792,2996
367,41,5,0312278586,3005
368,14,0,0446612545,3020
369,9,8,0804106304,3026
370,2,1,0971880107,3032
371,41,5,0312278586,3079
371,131,8,0312305060,3079
372,56,1,0440211727,3093
373,56,8,0440211727,3099
373,64,7,0446601241,3099
373,99,7,0446610038,3099
374,165,6,0316601950,3100
374,126,2,0684874350,3100
375,37,8,0805063897,3104
376,120,6,0385265700,3113
377,54,4,0064407667,3145
377,7,7,0425182908,3145
377,33,9,044021145X,3145
377,145,0,0446612790,3145
377,114,1,0553279912,3145
377,121,5,1573229326,3145
378,25,0,0060987103,3148
379,47,0,0061009059,3167
379,118,5,0345337662,3167
379,68,9,0345370775,3167
379,103,7,034540288X,3167
379,26,2,044023722X,3167
379,170,6,080410526X,3167
380,163,8,0684872153,3168
381,84,0,0375700757,3186
381,146,0,068484477X,3186
382,54,7,0064407667,3192
383,110,8,0385484518,3206
384,31,8,0316666343,3261
385,65,0,0345384466,3282
385,147,4,0440213525,3282
386,16,7,0671042858,3310
387,1,8,0440234743,3329
388,105,0,0316569321,3331
388,20,0,0385508042,3331
389,15,8,0671027360,3344
389,77,9,1400034779,3344
390,31,9,0316666343,3346
390,109,0,0345342968,3346
390,66,6,0380789035,3346
391,50,6,0140293248,3350
391,148,8,0316096199,3350
391,107,3,0767905180,3350
391,9,10,0804106304,3350
392,87,7,0375725784,3362
393,142,0,0060502258,3363
393,62,4,0060928336,3363
393,17,0,0060976845,3363
393,25,0,0060987103,3363
393,156,0,0060987529,3363
393,85,2,0070212570,3363
393,50,4,0140293248,3363
393,41,2,0312278586,3363
393,148,10,0316096199,3363
393,155,0,0316284955,3363
393,105,0,0316569321,3363
393,31,0,0316666343,3363
393,118,4,0345337662,3363
393,98,3,0345380371,3363
393,4,3,0345417623,3363
393,132,0,0375706771,3363
393,34,0,0375726403,3363
393,72,0,0385335482,3363
393,71,2,0385335881,3363
393,52,0,0385504209,3363
393,96,0,0425158616,3363
393,67,2,0440206154,3363
393,32,3,0440224675,3363
393,1,0,0440234743,3363
393,95,0,0440236673,3363
393,73,0,0446606812,3363
393,49,10,0446672211,3363
393,6,2,0449005615,3363
393,161,2,0515131229,3363
393,123,1,051513287X,3363
393,63,4,0671003755,3363
393,83,3,0743418174,3363
393,107,0,0767905180,3363
393,134,0,0786881852,3363
393,170,3,080410526X,3363
393,195,3,080411868X,3363
393,37,0,0805063897,3363
393,2,2,0971880107,3363
393,24,3,155874262X,3363
394,62,0,0060928336,3371
394,85,10,0070212570,3371
394,41,0,0312278586,3371
394,112,8,0425175405,3371
394,149,1,0440211263,3371
394,116,4,0440214041,3371
394,89,9,0440226430,3371
394,171,0,0440235596,3371
394,101,1,067976402X,3371
395,125,8,0312291639,3373
395,29,5,0312995423,3373
395,157,7,0375727345,3373
395,111,5,0440236703,3373
395,15,5,0671027360,3373
395,23,5,0671027387,3373
396,65,8,0345384466,3374
397,108,10,059035342X,3418
398,150,5,074343627X,3427
399,41,2,0312278586,3454
400,122,6,0446605239,3460
401,151,8,0553268880,3481
402,104,8,0449212602,3507
403,152,8,0446611867,3512
404,42,1,0156027321,3538
405,153,8,0553582755,3541
406,10,0,0316769487,3542
406,5,10,0446310786,3542
406,154,3,044651652X,3542
407,35,10,0440226104,3543
408,143,0,0345339681,3556
408,88,0,0345339703,3556
408,52,10,0385504209,3556
408,20,9,0385508042,3556
408,154,10,044651652X,3556
408,15,10,0671027360,3556
408,38,0,0842329129,3556
408,2,3,0971880107,3556
409,142,7,0060502258,3569
410,60,0,0743237188,3575
411,63,6,0671003755,3580
412,31,9,0316666343,3593
413,155,7,0316284955,3601
414,156,0,0060987529,3633
415,15,8,0671027360,3640
416,113,0,0380731851,3643
416,66,0,0380789035,3643
417,72,2,0385335482,3659
418,83,0,0743418174,3668
419,49,10,0446672211,3669
420,12,0,0451166892,3675
421,95,7,0440236673,3709
422,101,5,067976402X,3739
423,152,7,0446611867,3756
424,157,0,0375727345,3761
424,6,0,0449005615,3761
425,70,0,0380018179,3767
426,59,2,0671510053,3814
427,159,0,0312924585,3817
427,70,8,0380018179,3817
427,158,6,0425152251,3817
427,67,7,0440206154,3817
428,74,7,0060930535,3821
428,38,0,0842329129,3821
429,118,7,0345337662,3827
429,119,8,0345351525,3827
429,182,10,0804114986,3827
430,20,8,0385508042,3840
430,161,2,0515131229,3840
430,160,0,0515132020,3840
430,123,9,051513287X,3840
