UserId,BookId,Rating,RatingDate
122,79,9,2024-05-03
123,80,0,2023-12-27
123,81,0,2024-01-03
123,44,0,2024-05-14
123,76,0,2024-05-02
123,98,0,2023-12-21
123,65,0,2024-02-25
123,164,0,2024-03-07
123,87,0,2024-01-10
123,137,0,2023-09-02
123,70,0,2023-10-18
123,66,0,2023-11-02
123,120,0,2024-01-02
123,100,0,2023-10-20
123,169,0,2024-03-18
123,130,0,2024-02-15
123,67,0,2023-12-30
123,33,0,2024-04-08
123,56,0,2023-09-24
123,116,0,2023-11-08
123,175,0,2023-11-08
123,190,0,2023-09-16
123,8,0,2024-04-20
123,89,0,2024-01-22
123,171,0,2023-09-04
123,95,0,2023-12-11
123,26,0,2024-05-07
123,5,0,2024-01-04
123,48,0,2024-05-06
123,154,0,2024-02-14
123,122,0,2024-05-09
123,177,0,2023-10-07
123,49,0,2024-03-05
123,161,8,2024-02-02
123,151,0,2024-02-16
123,150,0,2024-03-22
123,170,0,2024-02-03
124,15,6,2024-05-05
125,105,7,2023-10-14
125,60,7,2024-02-18
126,113,8,2024-02-10
127,77,0,2023-09-30
128,2,0,2023-09-20
129,34,0,2024-04-11
129,112,0,2023-11-27
129,21,10,2024-01-10
129,99,10,2023-12-22
129,127,9,2024-04-02
130,28,9,2023-11-14
131,122,5,2023-09-27
132,88,10,2023-12-11
133,36,7,2023-10-01
133,59,8,2023-11-21
134,152,0,2024-02-23
135,14,7,2023-11-17
136,180,0,2024-01-21
136,136,0,2024-03-30
136,138,0,2023-11-02
136,106,0,2024-01-21
136,193,7,2024-04-10
136,112,0,2024-03-18
136,181,8,2023-11-18
136,77,10,2024-03-22
137,73,5,2023-12-23
138,133,10,2023-09-26
138,80,7,2024-01-14
138,167,2,2024-01-23
138,51,7,2023-12-18
138,148,8,2024-05-02
138,31,9,2023-09-19
138,27,0,2024-03-14
138,89,9,2024-02-21
138,49,0,2023-09-16
138,43,6,2023-10-16
138,168,0,2023-12-16
138,198,0,2024-03-07
138,75,8,2023-09-10
138,135,0,2023-09-10
139,166,8,2023-09-28
140,73,6,2023-12-31
141,17,0,2023-09-24
142,178,10,2023-11-13
143,192,4,2024-01-01
144,100,1,2024-03-21
145,182,0,2023-09-30
146,113,8,2023-10-13
147,155,7,2024-03-13
148,29,9,2024-04-27
149,34,0,2023-12-02
150,24,10,2023-11-10
151,17,0,2023-09-16
151,167,8,2024-04-18
151,51,9,2024-04-10
151,165,0,2024-01-30
151,102,0,2024-04-25
151,149,7,2023-12-26
151,108,8,2024-01-01
151,126,0,2023-09-22
151,134,8,2023-10-03
151,9,0,2023-10-07
152,188,6,2024-04-14
153,1,0,2024-03-31
154,2,0,2024-04-10
155,3,9,2023-10-26
155,4,0,2023-09-01
156,5,10,2023-12-25
156,6,9,2023-11-21
157,7,0,2024-02-08
158,8,9,2023-11-21
159,9,0,2023-09-10
160,10,9,2024-04-20
161,11,0,2023-09-28
162,12,3,2024-04-09
162,13,0,2023-09-18
163,14,9,2023-12-14
163,15,10,2023-10-28
164,11,10,2024-04-26
165,16,0,2024-04-18
166,17,9,2023-11-13
166,14,5,2024-05-10
167,2,0,2023-12-30
168,2,0,2023-11-13
169,39,10,2024-04-17
169,18,7,2023-09-27
169,148,0,2023-09-05
169,165,9,2024-02-09
169,31,0,2023-09-24
169,55,9,2023-12-24
169,19,0,2023-10-30
169,157,0,2023-11-15
169,20,0,2024-02-21
169,140,7,2024-02-07
169,92,0,2024-02-22
169,8,0,2024-04-11
169,89,0,2023-12-06
169,1,0,2024-03-21
169,26,7,2023-11-22
169,21,0,2023-12-28
169,145,0,2023-12-01
169,22,0,2024-04-29
169,23,0,2024-01-30
169,24,5,2024-01-16
170,18,7,2024-02-23
170,25,8,2023-12-25
170,24,6,2024-01-22
171,74,0,2024-02-25
171,167,0,2024-01-18
171,117,0,2023-10-24
171,28,9,2024-02-17
171,131,0,2023-11-20
171,105,0,2023-10-24
171,10,0,2023-09-14
171,55,0,2023-10-02
171,65,0,2023-11-16
171,188,0,2023-09-13
171,157,0,2024-01-05
171,69,0,2023-10-09
171,66,10,2024-01-13
171,91,0,2023-10-19
171,144,9,2023-10-24
171,184,9,2023-11-17
171,174,0,2024-03-13
171,149,0,2023-11-23
171,122,0,2024-04-12
171,22,0,2024-02-10
171,123,0,2023-12-07
171,198,0,2024-04-07
171,36,7,2023-11-15
171,101,0,2023-11-05
171,163,0,2024-05-12
171,126,0,2024-03-19
171,9,0,2024-01-30
171,79,0,2023-12-18
172,26,8,2024-02-09
173,10,7,2024-03-16
174,27,6,2024-01-24
175,6,9,2023-12-21
176,28,0,2023-12-14
176,29,0,2024-01-18
177,17,3,2023-10-23
177,30,6,2023-10-08
177,31,0,2023-10-14
177,32,0,2024-05-05
177,1,0,2023-09-28
178,33,0,2023-12-07
179,34,0,2023-12-30
179,35,0,2024-04-01
179,36,6,2024-01-11
179,37,8,2024-02-04
180,38,5,2023-09-01
181,39,0,2024-04-18
181,40,0,2024-04-26
182,41,6,2024-03-03
183,17,8,2023-09-30
183,42,0,2023-10-24
184,43,0,2024-02-22
184,2,0,2024-04-21
185,25,0,2023-12-06
185,106,0,2023-10-07
185,45,10,2023-09-27
185,139,10,2023-10-07
186,44,7,2023-12-20
187,124,0,2024-01-02
187,82,0,2023-12-11
187,46,0,2023-09-01
187,28,10,2023-11-03
187,45,0,2024-05-11
188,47,0,2024-03-29
189,48,8,2024-02-25
190,17,0,2023-12-05
191,2,0,2024-02-22
192,50,9,2024-04-17
192,49,10,2023-09-30
193,51,0,2023-09-29
194,2,0,2024-03-14
195,31,10,2023-10-28
195,10,10,2024-01-25
195,55,10,2023-12-22
195,52,10,2024-01-18
195,53,10,2023-12-13
195,135,7,2023-09-28
195,195,0,2023-11-03
196,54,5,2024-01-12
197,55,0,2024-03-31
198,31,3,2023-11-03
199,56,0,2023-11-13
200,32,0,2024-02-07
200,8,0,2024-02-23
201,138,0,2023-10-30
201,57,0,2023-12-20
202,58,0,2023-09-30
203,59,10,2023-12-20
204,60,5,2024-04-16
205,61,0,2023-11-26
206,62,7,2024-01-05
206,42,9,2023-11-15
206,40,0,2024-02-07
206,22,8,2024-02-17
206,63,8,2024-04-10
207,65,5,2023-12-22
207,48,7,2024-04-14
207,64,0,2023-12-31
208,6,0,2023-10-01
209,66,0,2023-10-22
210,68,0,2023-11-14
210,67,0,2023-10-08
211,142,0,2023-10-03
211,39,0,2023-12-12
211,85,0,2023-10-14
211,40,0,2024-04-26
211,90,0,2023-09-01
211,70,10,2023-09-09
211,69,0,2023-10-18
211,100,0,2023-09-09
211,52,10,2023-09-11
211,89,0,2023-11-25
211,122,0,2023-12-02
211,73,0,2024-02-27
211,152,0,2024-03-22
211,104,0,2023-09-07
211,198,10,2024-02-17
211,93,10,2023-11-18
211,11,9,2023-09-09
211,101,10,2024-02-24
211,126,0,2023-12-11
211,182,0,2023-10-21
212,9,5,2023-09-26
213,2,2,2024-04-11
214,62,9,2024-04-17
215,2,0,2023-12-22
216,42,10,2024-02-11
217,56,0,2023-10-13
217,198,0,2023-12-30
218,72,9,2023-10-03
218,71,0,2023-12-16
219,2,0,2024-02-08
220,73,0,2024-02-03
221,40,9,2024-01-20
222,74,10,2023-10-04
223,75,5,2024-04-18
224,62,5,2024-05-14
224,76,0,2023-09-05
224,45,9,2024-02-29
224,2,0,2023-10-20
225,15,7,2024-05-13
226,5,10,2024-03-26
227,77,8,2024-04-17
228,28,10,2023-10-10
228,31,7,2023-12-07
228,34,7,2024-03-02
228,52,7,2023-09-10
228,78,9,2023-10-07
228,77,5,2023-10-25
229,79,7,2024-02-17
230,80,0,2023-12-07
231,31,0,2024-03-10
232,36,0,2023-12-06
233,54,4,2023-12-26
233,81,7,2023-11-04
233,77,0,2024-01-28
234,82,8,2023-09-15
234,17,7,2024-03-30
234,85,7,2024-05-13
234,84,0,2024-03-04
234,49,7,2024-02-04
234,43,0,2024-03-19
234,83,7,2023-09-05
235,86,0,2023-12-04
236,2,0,2023-11-28
237,87,5,2024-01-15
238,25,0,2024-03-25
238,88,0,2024-01-23
238,32,8,2024-03-06
239,52,9,2024-03-22
240,19,9,2024-05-01
241,89,5,2023-09-02
242,55,8,2023-11-01
242,22,7,2024-03-30
243,90,8,2024-03-20
244,2,0,2023-12-27
245,91,7,2024-03-27
246,4,8,2024-01-18
247,92,8,2023-12-13
248,93,9,2023-12-06
249,42,9,2024-03-19
249,94,9,2023-10-28
250,74,7,2024-02-08
250,140,7,2023-09-07
250,96,0,2023-10-02
250,190,0,2024-03-16
250,95,0,2023-11-30
250,22,0,2024-02-24
250,78,8,2023-12-14
250,13,0,2024-04-11
250,9,6,2023-12-06
251,97,10,2023-09-28
252,83,3,2024-04-06
253,39,10,2024-04-11
253,68,0,2024-01-08
253,19,5,2024-02-12
253,98,0,2024-04-08
253,188,5,2024-04-06
253,103,0,2024-02-27
253,129,0,2024-04-04
253,187,0,2023-09-13
253,7,0,2023-10-15
253,56,0,2024-03-06
253,26,0,2023-09-09
253,49,8,2024-05-04
253,45,8,2024-03-10
253,79,10,2024-04-01
253,2,5,2023-12-29
253,24,10,2024-02-16
254,57,6,2023-09-28
254,99,0,2023-10-31
255,2,5,2024-04-03
256,100,8,2023-09-17
257,68,8,2023-12-04
258,59,8,2023-09-23
259,26,8,2024-03-18
260,101,10,2024-02-25
261,103,5,2023-12-02
261,102,8,2023-09-20
261,22,8,2024-03-29
262,104,8,2024-02-19
263,105,7,2024-03-30
264,26,0,2023-10-03
264,104,10,2023-12-23
264,59,0,2024-01-22
265,8,9,2024-04-03
265,191,7,2023-11-02
266,9,10,2023-11-21
267,52,7,2024-02-02
268,65,7,2024-02-18
268,87,10,2023-10-29
268,11,0,2024-04-16
269,83,8,2024-04-13
270,42,0,2023-12-17
271,106,0,2024-03-06
272,107,8,2023-11-21
273,138,0,2023-12-15
273,70,0,2023-10-31
273,123,9,2024-03-01
273,108,10,2024-03-07
273,2,1,2024-05-02
274,89,10,2024-02-07
275,9,9,2023-09-16
276,57,5,2023-11-09
277,24,8,2023-09-12
278,10,0,2024-01-01
279,52,9,2024-04-17
280,40,9,2024-03-26
281,92,0,2023-09-17
282,93,7,2024-04-05
283,42,10,2024-05-13
283,109,10,2023-12-14
283,115,0,2023-11-06
283,103,0,2024-03-20
283,4,8,2024-05-11
283,56,0,2024-02-01
283,15,0,2024-03-31
283,23,0,2024-02-20
283,59,0,2023-11-20
283,13,10,2024-01-07
284,2,0,2023-12-26
285,78,9,2024-01-21
286,110,8,2023-11-29
287,111,0,2024-03-16
288,124,0,2023-10-06
288,88,0,2024-03-24
288,100,0,2023-09-29
288,33,0,2023-12-02
288,172,0,2024-01-09
288,150,0,2023-12-19
288,2,0,2023-09-04
289,31,10,2024-05-05
290,89,8,2024-04-21
291,113,0,2024-04-12
291,112,8,2024-03-28
292,115,8,2023-10-31
292,114,10,2023-09-16
293,56,5,2023-09-23
293,116,5,2024-03-16
294,117,10,2023-10-02
295,118,5,2023-09-20
295,119,0,2024-03-13
295,120,0,2023-11-22
295,174,9,2024-03-23
295,147,0,2024-04-15
295,175,0,2023-10-09
295,141,0,2023-11-05
295,57,0,2024-02-10
296,121,9,2024-02-06
297,4,0,2024-01-16
298,122,10,2023-11-12
299,92,8,2023-11-11
300,93,9,2023-10-15
301,156,7,2023-10-11
301,117,0,2023-11-05
301,108,10,2024-03-02
301,16,0,2023-11-03
301,13,0,2024-03-22
302,33,0,2024-02-04
303,122,8,2024-04-24
304,14,7,2024-04-16
305,124,9,2023-10-10
305,52,10,2024-02-04
305,123,0,2024-02-01
306,36,9,2023-11-16
307,125,9,2024-05-11
308,56,9,2023-10-01
309,97,0,2024-05-10
310,126,8,2023-10-11
311,127,8,2024-03-03
312,112,7,2024-01-14
313,2,0,2023-09-09
314,126,10,2024-04-24
315,18,0,2023-10-08
316,164,0,2024-01-12
316,137,9,2023-10-07
316,53,5,2024-05-06
316,96,0,2023-12-09
316,7,4,2023-12-06
316,141,10,2023-12-03
316,95,10,2024-03-13
316,128,0,2024-04-28
316,21,0,2024-05-05
316,192,0,2024-05-11
316,145,10,2023-12-31
316,104,0,2024-03-28
316,11,0,2023-10-01
316,37,10,2024-01-31
317,129,0,2024-02-26
318,130,7,2023-12-20
319,85,8,2024-03-16
319,131,0,2023-09-11
320,97,6,2024-02-02
321,36,0,2024-04-09
322,132,0,2023-12-31
323,40,9,2023-10-23
324,62,9,2024-03-19
324,133,7,2024-02-21
324,28,8,2024-02-14
324,53,7,2024-03-04
325,87,8,2024-01-02
326,31,0,2024-03-28
326,36,0,2023-09-23
326,15,0,2024-04-14
326,134,0,2023-09-04
327,63,9,2023-10-06
327,135,0,2024-01-23
328,49,0,2023-09-09
329,28,6,2024-02-04
330,136,0,2023-09-27
331,118,9,2023-09-08
332,2,3,2023-09-22
333,97,7,2023-11-12
334,137,10,2023-12-21
335,136,9,2024-03-21
335,138,9,2024-01-20
336,77,7,2024-05-12
337,47,0,2024-04-12
338,62,7,2023-11-27
339,139,10,2023-11-12
340,93,8,2024-01-06
341,61,0,2024-01-24
342,104,9,2023-09-11
343,140,0,2024-03-09
344,141,0,2023-09-21
344,92,0,2023-11-11
345,51,8,2023-12-25
346,130,8,2023-11-05
347,142,0,2024-02-14
348,109,0,2023-10-15
349,143,0,2024-02-05
350,124,0,2023-12-27
350,28,0,2024-02-19
350,131,0,2024-03-06
350,155,0,2024-02-09
350,31,9,2023-12-03
350,55,0,2024-04-08
350,19,0,2023-12-15
350,94,0,2023-10-08
350,149,8,2024-03-09
350,116,0,2024-04-12
350,95,0,2024-03-19
350,5,10,2024-04-08
350,73,0,2023-09-19
350,152,7,2024-02-19
350,6,9,2023-09-17
350,114,7,2024-01-29
350,59,0,2024-02-20
350,101,0,2023-10-03
350,126,0,2024-04-25
350,78,8,2023-10-12
350,2,6,2023-11-17
351,38,6,2023-12-08
352,6,0,2024-01-01
353,62,0,2024-03-25
353,42,0,2023-10-16
353,31,0,2024-04-16
354,144,0,2023-10-22
354,184,0,2024-04-08
354,198,0,2024-04-03
354,108,0,2023-09-23
354,23,0,2024-03-14
355,97,0,2024-04-06
356,108,0,2023-10-25
357,2,0,2023-10-08
358,31,7,2024-04-09
358,86,0,2024-04-18
359,27,0,2023-10-09
359,110,0,2023-11-12
359,144,0,2023-09-01
360,124,0,2023-10-30
360,62,6,2024-02-25
360,74,0,2024-03-22
360,28,7,2023-11-09
360,42,5,2023-10-09
360,58,0,2023-11-09
360,131,0,2023-11-16
360,34,0,2023-09-03
360,6,0,2024-01-04
360,63,7,2024-01-07
360,101,0,2023-10-22
360,170,0,2023-12-09
360,9,7,2024-03-20
361,26,5,2024-03-23
362,34,0,2023-11-01
363,124,0,2024-04-25
363,105,7,2024-03-05
363,68,0,2023-09-12
363,87,3,2023-10-01
363,169,0,2023-10-22
363,33,0,2024-01-23
363,1,0,2024-03-09
363,22,7,2023-09-09
363,36,9,2023-12-25
363,78,0,2024-03-18
363,2,0,2024-02-04
364,62,6,2024-01-09
365,76,8,2023-12-22
366,41,5,2023-09-26
367,14,0,2024-01-07
368,9,8,2023-12-25
369,2,1,2024-05-02
370,41,5,2024-03-27
370,131,8,2023-12-08
371,56,0,2023-09-07
372,56,8,2024-03-03
372,64,7,2024-05-15
372,99,7,2023-09-15
373,165,6,2023-09-18
373,126,0,2023-09-27
374,37,8,2023-12-12
375,120,6,2023-11-11
376,54,0,2024-05-13
376,7,7,2024-02-04
376,33,9,2023-11-16
376,145,0,2024-04-14
376,114,0,2023-11-29
376,121,5,2023-09-12
377,25,0,2023-12-28
378,47,0,2023-09-28
378,118,5,2024-02-24
378,68,9,2023-11-02
378,103,7,2024-02-25
378,26,0,2024-04-23
378,170,6,2023-11-26
379,163,8,2024-03-07
380,84,0,2024-03-03
380,146,0,2023-10-14
381,54,7,2023-09-23
382,110,8,2024-02-26
383,31,8,2023-11-30
384,65,0,2023-09-21
384,147,0,2023-12-14
385,16,7,2024-01-05
386,1,8,2024-01-13
387,105,0,2024-03-04
387,20,0,2023-10-07
388,15,8,2023-12-08
388,77,9,2024-04-22
389,31,9,2024-03-13
389,109,0,2024-01-13
389,66,6,2024-02-11
390,50,6,2024-02-07
390,148,8,2024-03-10
390,107,0,2024-05-15
390,9,10,2023-09-09
391,87,7,2024-02-25
392,142,0,2024-04-07
392,62,0,2024-03-18
392,17,0,2023-12-21
392,25,0,2024-03-08
392,156,0,2023-11-03
392,85,0,2023-12-15
392,50,0,2024-02-10
392,41,0,2024-01-04
392,148,10,2024-05-08
392,155,0,2023-10-26
392,105,0,2024-04-01
392,31,0,2024-05-12
392,118,0,2023-10-14
392,98,0,2024-02-26
392,4,0,2024-04-10
392,132,0,2023-12-06
392,34,0,2023-09-27
392,72,0,2024-02-14
392,71,0,2023-11-15
392,52,0,2023-11-21
392,96,0,2023-09-29
392,67,0,2024-04-08
392,32,0,2023-11-25
392,1,0,2024-04-13
392,95,0,2023-10-20
392,73,0,2023-12-14
392,49,10,2024-05-01
392,6,0,2023-10-25
392,161,0,2023-12-09
392,123,0,2024-02-11
392,63,0,2024-04-17
392,83,0,2023-10-20
392,107,0,2023-12-20
392,134,0,2024-03-14
392,170,0,2024-04-01
392,195,0,2024-01-15
392,37,0,2024-04-10
392,2,0,2024-02-24
392,24,0,2024-03-02
393,62,0,2024-05-09
393,85,10,2024-04-01
393,41,0,2023-09-04
393,112,8,2024-04-26
393,149,0,2024-02-27
393,116,0,2024-03-02
393,89,9,2024-01-21
393,171,0,2024-02-17
393,101,0,2024-02-06
394,125,8,2023-12-26
394,29,5,2024-05-04
394,157,7,2024-03-04
394,111,5,2023-10-15
394,15,5,2024-03-16
394,23,5,2024-01-23
395,65,8,2023-09-02
396,108,10,2023-12-27
397,150,5,2023-12-11
398,41,0,2023-10-20
399,122,6,2024-05-09
400,151,8,2024-01-07
401,104,8,2023-12-31
402,152,8,2024-04-14
403,42,0,2024-05-07
404,153,8,2024-01-12
405,10,0,2024-04-10
405,5,10,2023-10-02
405,154,3,2024-03-17
406,35,10,2023-11-30
407,143,0,2023-09-02
407,88,0,2024-05-04
407,52,10,2024-02-28
407,20,9,2023-11-28
407,154,10,2023-09-28
407,15,10,2024-02-29
407,38,0,2024-01-13
407,2,0,2024-01-11
408,142,7,2024-03-16
409,60,0,2023-09-09
410,63,6,2023-11-28
411,31,9,2023-10-08
412,155,7,2024-04-15
413,156,0,2023-10-13
414,15,8,2024-04-15
415,113,0,2024-03-02
415,66,0,2023-10-29
416,72,0,2024-01-02
417,83,0,2023-12-08
418,49,10,2023-09-27
419,12,0,2023-11-20
420,95,7,2024-03-08
421,101,5,2024-03-24
422,152,7,2024-05-07
423,157,0,2024-02-08
423,6,0,2023-11-20
424,70,0,2023-11-02
425,59,0,2023-11-22
426,159,0,2024-02-02
426,70,8,2023-10-03
426,158,6,2023-12-21
426,67,7,2023-10-26
427,74,7,2024-03-02
427,38,0,2024-03-30
428,118,7,2024-04-03
428,119,8,2024-02-24
428,182,10,2023-12-07
429,20,8,2024-02-13
429,161,0,2023-12-27
429,160,0,2023-10-12
429,123,9,2024-05-08
430,162,7,2023-11-18
431,72,0,2023-11-09
431,163,9,2024-01-20
432,40,0,2024-01-04
433,89,10,2024-03-24
434,54,5,2023-10-03
434,69,7,2023-09-05
435,44,0,2024-05-04
436,126,0,2023-10-12
437,164,9,2023-10-19
438,84,9,2024-02-07
439,26,0,2023-11-17
440,52,10,2024-04-03
441,39,8,2024-02-19
441,62,0,2024-05-06
441,80,10,2024-04-13
441,167,9,2023-11-13
441,28,0,2023-10-17
441,42,0,2023-12-26
441,125,0,2024-05-01
441,148,10,2023-10-11
441,155,0,2024-02-26
441,31,10,2024-02-18
441,61,10,2024-03-30
441,90,10,2023-12-02
441,27,9,2024-02-12
441,120,9,2024-03-26
441,94,10,2023-10-04
441,5,10,2024-01-30
441,168,10,2023-12-24
441,108,0,2024-02-03
441,75,10,2023-09-04
441,59,10,2024-05-15
441,101,10,2023-11-29
441,45,10,2023-10-10
441,146,5,2023-09-26
441,13,0,2023-09-05
441,134,0,2024-03-30
441,9,0,2024-03-24
442,30,6,2023-09-17
443,95,7,2023-11-04
444,66,8,2023-11-29
445,165,8,2024-05-01
446,29,0,2024-03-08
446,23,8,2023-09-18
447,137,0,2024-01-10
447,144,0,2023-10-01
447,184,0,2024-03-17
447,108,0,2024-02-20
447,15,7,2024-04-29
447,2,0,2024-02-15
448,29,3,2023-11-21
448,52,10,2024-05-07
448,15,7,2023-10-21
449,98,5,2024-04-22
450,2,1,2023-11-27
